ano_saeb;codigo_inep;nome_escola;municipio;status_matching;fonte_saeb;observacao
2013;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41076354;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41076605;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41077512;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41077776;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41078586;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41079469;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41081340;JOAO ZACCO PARANA C E CMEF M;Planalto;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
